Estado;Tipo de crimen;Ocurrencias;Fecha
Distrito Federal;Robo a entidad financiera;0;01/05/2015
Distrito Federal;Robo de mercancía;3;01/05/2015
Distrito Federal;Robo de vehiculo;406;01/05/2015
Distrito Federal;Robo seguido de muerte;4;01/05/2015
Distrito Federal;Tentativa de homicidio;89;01/05/2015
Distrito Federal;Violación;48;01/06/2015
Distrito Federal;Hurto en el vehículo;551;01/06/2015
Distrito Federal;Homicidio doloso;47;01/06/2015
Distrito Federal;Lesiones corporales seguidas de muerte;1;01/06/2015
Distrito Federal;Robo a entidad financiera;2;01/06/2015
Distrito Federal;Robo de mercancía;4;01/06/2015
Distrito Federal;Robo de vehiculo;313;01/06/2015
Distrito Federal;Robo seguido de muerte;6;01/06/2015
Distrito Federal;Tentativa de homicidio;62;01/06/2015
Distrito Federal;Violación;48;01/07/2015
Distrito Federal;Hurto en el vehículo;544;01/07/2015
Distrito Federal;Homicidio doloso;43;01/07/2015
Distrito Federal;Lesiones corporales seguidas de muerte;0;01/07/2015
Distrito Federal;Robo a entidad financiera;1;01/07/2015
Distrito Federal;Robo de mercancía;2;01/07/2015
Distrito Federal;Robo de vehiculo;325;01/07/2015
Distrito Federal;Robo seguido de muerte;3;01/07/2015
Distrito Federal;Tentativa de homicidio;0;01/07/2015
Distrito Federal;Violación;50;01/08/2015
Distrito Federal;Hurto en el vehículo;577;01/08/2015
Distrito Federal;Homicidio doloso;36;01/08/2015
Distrito Federal;Lesiones corporales seguidas de muerte;0;01/08/2015
Distrito Federal;Robo a entidad financiera;1;01/08/2015
Distrito Federal;Robo de mercancía;1;01/08/2015
Distrito Federal;Robo de vehiculo;334;01/08/2015
Distrito Federal;Robo seguido de muerte;1;01/08/2015
Distrito Federal;Tentativa de homicidio;0;01/08/2015
Distrito Federal;Violación;46;01/09/2015
Distrito Federal;Hurto en el vehículo;347;01/09/2015
Distrito Federal;Homicidio doloso;44;01/09/2015
Distrito Federal;Lesiones corporales seguidas de muerte;0;01/09/2015
Distrito Federal;Robo a entidad financiera;0;01/09/2015
Distrito Federal;Robo de mercancía;1;01/09/2015
Distrito Federal;Robo de vehiculo;342;01/09/2015
Distrito Federal;Robo seguido de muerte;3;01/09/2015
Distrito Federal;Tentativa de homicidio;0;01/09/2015
Distrito Federal;Violación;54;01/10/2015
Distrito Federal;Hurto en el vehículo;585;01/10/2015
Distrito Federal;Homicidio doloso;56;01/10/2015
Distrito Federal;Lesiones corporales seguidas de muerte;1;01/10/2015
Distrito Federal;Robo a entidad financiera;1;01/10/2015
Distrito Federal;Robo de mercancía;4;01/10/2015
Distrito Federal;Robo de vehiculo;433;01/10/2015
Distrito Federal;Robo seguido de muerte;6;01/10/2015
Distrito Federal;Tentativa de homicidio;0;01/10/2015
Distrito Federal;Violación;61;01/11/2015
Distrito Federal;Hurto en el vehículo;590;01/11/2015
Distrito Federal;Homicidio doloso;49;01/11/2015
Distrito Federal;Lesiones corporales seguidas de muerte;1;01/11/2015
Distrito Federal;Robo a entidad financiera;0;01/11/2015
Distrito Federal;Robo de mercancía;1;01/11/2015
Distrito Federal;Robo de vehiculo;440;01/11/2015
Distrito Federal;Robo seguido de muerte;3;01/11/2015
Distrito Federal;Tentativa de homicidio;66;01/11/2015
Distrito Federal;Violación;54;01/12/2015
Distrito Federal;Hurto en el vehículo;572;01/12/2015
Distrito Federal;Homicidio doloso;67;01/12/2015
Distrito Federal;Lesiones corporales seguidas de muerte;0;01/12/2015
Distrito Federal;Robo a entidad financiera;0;01/12/2015
Distrito Federal;Robo de mercancía;5;01/12/2015
Distrito Federal;Robo de vehiculo;410;01/12/2015
Distrito Federal;Robo seguido de muerte;4;01/12/2015
Distrito Federal;Tentativa de homicidio;96;01/12/2015
Espírito Santo;Violación;40;01/01/2015
Espírito Santo;Hurto en el vehículo;312;01/01/2015
Espírito Santo;Homicidio doloso;142;01/01/2015
Espírito Santo;Lesiones corporales seguidas de muerte;2;01/01/2015
Espírito Santo;Robo a entidad financiera;0;01/01/2015
Espírito Santo;Robo de mercancía;0;01/01/2015
Espírito Santo;Robo de vehiculo;284;01/01/2015
Espírito Santo;Robo seguido de muerte;5;01/01/2015
Espírito Santo;Tentativa de homicidio;286;01/01/2015
Espírito Santo;Violación;25;01/02/2015
Espírito Santo;Hurto en el vehículo;306;01/02/2015
Espírito Santo;Homicidio doloso;149;01/02/2015
Espírito Santo;Lesiones corporales seguidas de muerte;1;01/02/2015
Espírito Santo;Robo a entidad financiera;1;01/02/2015
Espírito Santo;Robo de mercancía;1;01/02/2015
Espírito Santo;Robo de vehiculo;252;01/02/2015
Espírito Santo;Robo seguido de muerte;2;01/02/2015
Espírito Santo;Tentativa de homicidio;261;01/02/2015
Espírito Santo;Violación;41;01/03/2015
Espírito Santo;Hurto en el vehículo;287;01/03/2015
Espírito Santo;Homicidio doloso;154;01/03/2015
Espírito Santo;Lesiones corporales seguidas de muerte;0;01/03/2015
Espírito Santo;Robo a entidad financiera;1;01/03/2015
Espírito Santo;Robo de mercancía;3;01/03/2015
Espírito Santo;Robo de vehiculo;306;01/03/2015
Espírito Santo;Robo seguido de muerte;6;01/03/2015
Espírito Santo;Tentativa de homicidio;258;01/03/2015
Espírito Santo;Violación;49;01/04/2015
Espírito Santo;Hurto en el vehículo;243;01/04/2015
Espírito Santo;Homicidio doloso;122;01/04/2015
Espírito Santo;Lesiones corporales seguidas de muerte;1;01/04/2015
Espírito Santo;Robo a entidad financiera;0;01/04/2015
Espírito Santo;Robo de mercancía;5;01/04/2015
Espírito Santo;Robo de vehiculo;292;01/04/2015
Espírito Santo;Robo seguido de muerte;1;01/04/2015
Espírito Santo;Tentativa de homicidio;224;01/04/2015
Espírito Santo;Violación;34;01/05/2015
Espírito Santo;Hurto en el vehículo;233;01/05/2015
Espírito Santo;Homicidio doloso;97;01/05/2015
Espírito Santo;Lesiones corporales seguidas de muerte;3;01/05/2015
Espírito Santo;Robo a entidad financiera;0;01/05/2015
Espírito Santo;Robo de mercancía;2;01/05/2015
Espírito Santo;Robo de vehiculo;254;01/05/2015
Espírito Santo;Robo seguido de muerte;3;01/05/2015
Espírito Santo;Tentativa de homicidio;192;01/05/2015
Espírito Santo;Violación;36;01/06/2015
Espírito Santo;Hurto en el vehículo;258;01/06/2015
Espírito Santo;Homicidio doloso;72;01/06/2015
Espírito Santo;Lesiones corporales seguidas de muerte;0;01/06/2015
Espírito Santo;Robo a entidad financiera;3;01/06/2015
Espírito Santo;Robo de mercancía;2;01/06/2015
Espírito Santo;Robo de vehiculo;195;01/06/2015
Espírito Santo;Robo seguido de muerte;2;01/06/2015
Espírito Santo;Tentativa de homicidio;173;01/06/2015
Espírito Santo;Violación;30;01/07/2015
Espírito Santo;Hurto en el vehículo;322;01/07/2015
Espírito Santo;Homicidio doloso;120;01/07/2015
Espírito Santo;Lesiones corporales seguidas de muerte;4;01/07/2015
Espírito Santo;Robo a entidad financiera;1;01/07/2015
Espírito Santo;Robo de mercancía;0;01/07/2015
Espírito Santo;Robo de vehiculo;191;01/07/2015
Espírito Santo;Robo seguido de muerte;3;01/07/2015
Espírito Santo;Tentativa de homicidio;184;01/07/2015
Espírito Santo;Violación;33;01/08/2015
Espírito Santo;Hurto en el vehículo;231;01/08/2015
Espírito Santo;Homicidio doloso;103;01/08/2015
Espírito Santo;Lesiones corporales seguidas de muerte;2;01/08/2015
Espírito Santo;Robo a entidad financiera;1;01/08/2015
Espírito Santo;Robo de mercancía;2;01/08/2015
Espírito Santo;Robo de vehiculo;215;01/08/2015
Espírito Santo;Robo seguido de muerte;5;01/08/2015
Espírito Santo;Tentativa de homicidio;180;01/08/2015
Espírito Santo;Violación;26;01/09/2015
Espírito Santo;Hurto en el vehículo;222;01/09/2015
Espírito Santo;Homicidio doloso;105;01/09/2015
Espírito Santo;Lesiones corporales seguidas de muerte;0;01/09/2015
Espírito Santo;Robo a entidad financiera;1;01/09/2015
Espírito Santo;Robo de mercancía;2;01/09/2015
Espírito Santo;Robo de vehiculo;241;01/09/2015
Espírito Santo;Robo seguido de muerte;3;01/09/2015
Espírito Santo;Tentativa de homicidio;200;01/09/2015
Espírito Santo;Violación;32;01/10/2015
Espírito Santo;Hurto en el vehículo;219;01/10/2015
Espírito Santo;Homicidio doloso;109;01/10/2015
Espírito Santo;Lesiones corporales seguidas de muerte;1;01/10/2015
Espírito Santo;Robo a entidad financiera;2;01/10/2015
Espírito Santo;Robo de mercancía;3;01/10/2015
Espírito Santo;Robo de vehiculo;238;01/10/2015
Espírito Santo;Robo seguido de muerte;2;01/10/2015
Espírito Santo;Tentativa de homicidio;213;01/10/2015
Espírito Santo;Violación;27;01/11/2015
Espírito Santo;Hurto en el vehículo;223;01/11/2015
Espírito Santo;Homicidio doloso;108;01/11/2015
Espírito Santo;Lesiones corporales seguidas de muerte;0;01/11/2015
Espírito Santo;Robo a entidad financiera;2;01/11/2015
Espírito Santo;Robo de mercancía;4;01/11/2015
Espírito Santo;Robo de vehiculo;267;01/11/2015
Espírito Santo;Robo seguido de muerte;3;01/11/2015
Espírito Santo;Tentativa de homicidio;232;01/11/2015
Espírito Santo;Violación;31;01/12/2015
Espírito Santo;Hurto en el vehículo;219;01/12/2015
Espírito Santo;Homicidio doloso;111;01/12/2015
Espírito Santo;Lesiones corporales seguidas de muerte;2;01/12/2015
Espírito Santo;Robo a entidad financiera;0;01/12/2015
Espírito Santo;Robo de mercancía;4;01/12/2015
Espírito Santo;Robo de vehiculo;225;01/12/2015
Espírito Santo;Robo seguido de muerte;2;01/12/2015
Espírito Santo;Tentativa de homicidio;230;01/12/2015
Goiás;Violación;47;01/01/2015
Goiás;Hurto en el vehículo;951;01/01/2015
Goiás;Homicidio doloso;208;01/01/2015
Goiás;Lesiones corporales seguidas de muerte;1;01/01/2015
Goiás;Robo a entidad financiera;3;01/01/2015
Goiás;Robo de mercancía;29;01/01/2015
Goiás;Robo de vehiculo;741;01/01/2015
Goiás;Robo seguido de muerte;9;01/01/2015
Goiás;Tentativa de homicidio;253;01/01/2015
Goiás;Violación;42;01/02/2015
Goiás;Hurto en el vehículo;841;01/02/2015
Goiás;Homicidio doloso;203;01/02/2015
Goiás;Lesiones corporales seguidas de muerte;3;01/02/2015
Goiás;Robo a entidad financiera;6;01/02/2015
Goiás;Robo de mercancía;34;01/02/2015
Goiás;Robo de vehiculo;663;01/02/2015
Goiás;Robo seguido de muerte;4;01/02/2015
Goiás;Tentativa de homicidio;240;01/02/2015
Goiás;Violación;33;01/03/2015
Goiás;Hurto en el vehículo;955;01/03/2015
Goiás;Homicidio doloso;223;01/03/2015
Goiás;Lesiones corporales seguidas de muerte;1;01/03/2015
Goiás;Robo a entidad financiera;13;01/03/2015
Goiás;Robo de mercancía;31;01/03/2015
Goiás;Robo de vehiculo;811;01/03/2015
Goiás;Robo seguido de muerte;7;01/03/2015
Goiás;Tentativa de homicidio;251;01/03/2015
Goiás;Violación;44;01/04/2015
Goiás;Hurto en el vehículo;867;01/04/2015
Goiás;Homicidio doloso;259;01/04/2015
Goiás;Lesiones corporales seguidas de muerte;1;01/04/2015
Goiás;Robo a entidad financiera;6;01/04/2015
Goiás;Robo de mercancía;27;01/04/2015
Goiás;Robo de vehiculo;810;01/04/2015
Goiás;Robo seguido de muerte;12;01/04/2015
Goiás;Tentativa de homicidio;250;01/04/2015
Goiás;Violación;52;01/05/2015
Goiás;Hurto en el vehículo;1021;01/05/2015
Goiás;Homicidio doloso;222;01/05/2015
Goiás;Lesiones corporales seguidas de muerte;3;01/05/2015
Goiás;Robo a entidad financiera;5;01/05/2015
Goiás;Robo de mercancía;32;01/05/2015
Goiás;Robo de vehiculo;802;01/05/2015
Goiás;Robo seguido de muerte;8;01/05/2015
Goiás;Tentativa de homicidio;263;01/05/2015
Goiás;Violación;41;01/06/2015
Goiás;Hurto en el vehículo;1013;01/06/2015
Goiás;Homicidio doloso;209;01/06/2015
Goiás;Lesiones corporales seguidas de muerte;2;01/06/2015
Goiás;Robo a entidad financiera;6;01/06/2015
Goiás;Robo de mercancía;40;01/06/2015
Goiás;Robo de vehiculo;687;01/06/2015
Goiás;Robo seguido de muerte;8;01/06/2015
Goiás;Tentativa de homicidio;220;01/06/2015
Goiás;Violación;44;01/07/2015
Goiás;Hurto en el vehículo;957;01/07/2015
Goiás;Homicidio doloso;235;01/07/2015
Goiás;Lesiones corporales seguidas de muerte;2;01/07/2015
Goiás;Robo a entidad financiera;3;01/07/2015
Goiás;Robo de mercancía;37;01/07/2015
Goiás;Robo de vehiculo;753;01/07/2015
Goiás;Robo seguido de muerte;7;01/07/2015
Goiás;Tentativa de homicidio;151;01/07/2015
Goiás;Violación;50;01/08/2015
Goiás;Hurto en el vehículo;1042;01/08/2015
Goiás;Homicidio doloso;212;01/08/2015
Goiás;Lesiones corporales seguidas de muerte;3;01/08/2015
Goiás;Robo a entidad financiera;6;01/08/2015
Goiás;Robo de mercancía;41;01/08/2015
Goiás;Robo de vehiculo;815;01/08/2015
Goiás;Robo seguido de muerte;5;01/08/2015
Goiás;Tentativa de homicidio;177;01/08/2015
Goiás;Violación;44;01/09/2015
Goiás;Hurto en el vehículo;994;01/09/2015
Goiás;Homicidio doloso;227;01/09/2015
Goiás;Lesiones corporales seguidas de muerte;1;01/09/2015
Goiás;Robo a entidad financiera;7;01/09/2015
Goiás;Robo de mercancía;42;01/09/2015
Goiás;Robo de vehiculo;832;01/09/2015
Goiás;Robo seguido de muerte;12;01/09/2015
Goiás;Tentativa de homicidio;179;01/09/2015
Goiás;Violación;53;01/10/2015
Goiás;Hurto en el vehículo;1142;01/10/2015
Goiás;Homicidio doloso;253;01/10/2015
Goiás;Lesiones corporales seguidas de muerte;3;01/10/2015
Goiás;Robo a entidad financiera;11;01/10/2015
Goiás;Robo de mercancía;44;01/10/2015
Goiás;Robo de vehiculo;830;01/10/2015
Goiás;Robo seguido de muerte;4;01/10/2015
Goiás;Tentativa de homicidio;173;01/10/2015
Goiás;Violación;45;01/11/2015
Goiás;Hurto en el vehículo;1096;01/11/2015
Goiás;Homicidio doloso;246;01/11/2015
Goiás;Lesiones corporales seguidas de muerte;2;01/11/2015
Goiás;Robo a entidad financiera;13;01/11/2015
Goiás;Robo de mercancía;48;01/11/2015
Goiás;Robo de vehiculo;884;01/11/2015
Goiás;Robo seguido de muerte;9;01/11/2015
Goiás;Tentativa de homicidio;166;01/11/2015
Goiás;Violación;40;01/12/2015
Goiás;Hurto en el vehículo;1129;01/12/2015
Goiás;Homicidio doloso;232;01/12/2015
Goiás;Lesiones corporales seguidas de muerte;1;01/12/2015
Goiás;Robo a entidad financiera;8;01/12/2015
Goiás;Robo de mercancía;47;01/12/2015
Goiás;Robo de vehiculo;926;01/12/2015
Goiás;Robo seguido de muerte;4;01/12/2015
Goiás;Tentativa de homicidio;184;01/12/2015
Maranhao;Violación;96;01/01/2015
Maranhao;Hurto en el vehículo;159;01/01/2015
Maranhao;Homicidio doloso;176;01/01/2015
Maranhao;Lesiones corporales seguidas de muerte;3;01/01/2015
Maranhao;Robo a entidad financiera;20;01/01/2015
Maranhao;Robo de mercancía;2;01/01/2015
Maranhao;Robo de vehiculo;303;01/01/2015
Maranhao;Robo seguido de muerte;6;01/01/2015
Maranhao;Tentativa de homicidio;125;01/01/2015
Maranhao;Violación;59;01/02/2015
Maranhao;Hurto en el vehículo;150;01/02/2015
Maranhao;Homicidio doloso;166;01/02/2015
Maranhao;Lesiones corporales seguidas de muerte;2;01/02/2015
Maranhao;Robo a entidad financiera;9;01/02/2015
Maranhao;Robo de mercancía;5;01/02/2015
Maranhao;Robo de vehiculo;236;01/02/2015
Maranhao;Robo seguido de muerte;7;01/02/2015
Maranhao;Tentativa de homicidio;80;01/02/2015
Maranhao;Violación;59;01/03/2015
Maranhao;Hurto en el vehículo;168;01/03/2015
Maranhao;Homicidio doloso;140;01/03/2015
Maranhao;Lesiones corporales seguidas de muerte;8;01/03/2015
Maranhao;Robo a entidad financiera;10;01/03/2015
Maranhao;Robo de mercancía;6;01/03/2015
Maranhao;Robo de vehiculo;288;01/03/2015
Maranhao;Robo seguido de muerte;7;01/03/2015
Maranhao;Tentativa de homicidio;91;01/03/2015
Maranhao;Violación;66;01/04/2015
Maranhao;Hurto en el vehículo;162;01/04/2015
Maranhao;Homicidio doloso;149;01/04/2015
Maranhao;Lesiones corporales seguidas de muerte;5;01/04/2015
Maranhao;Robo a entidad financiera;16;01/04/2015
Maranhao;Robo de mercancía;5;01/04/2015
Maranhao;Robo de vehiculo;315;01/04/2015
Maranhao;Robo seguido de muerte;10;01/04/2015
Maranhao;Tentativa de homicidio;70;01/04/2015
Maranhao;Violación;88;01/05/2015
Maranhao;Hurto en el vehículo;174;01/05/2015
Maranhao;Homicidio doloso;177;01/05/2015
Maranhao;Lesiones corporales seguidas de muerte;5;01/05/2015
Maranhao;Robo a entidad financiera;9;01/05/2015
Maranhao;Robo de mercancía;2;01/05/2015
Maranhao;Robo de vehiculo;295;01/05/2015
Maranhao;Robo seguido de muerte;15;01/05/2015
Maranhao;Tentativa de homicidio;85;01/05/2015
Maranhao;Violación;84;01/06/2015
Maranhao;Hurto en el vehículo;182;01/06/2015
Maranhao;Homicidio doloso;137;01/06/2015
Maranhao;Lesiones corporales seguidas de muerte;4;01/06/2015
Maranhao;Robo a entidad financiera;7;01/06/2015
Maranhao;Robo de mercancía;1;01/06/2015
Maranhao;Robo de vehiculo;296;01/06/2015
Maranhao;Robo seguido de muerte;8;01/06/2015
Maranhao;Tentativa de homicidio;97;01/06/2015
Maranhao;Violación;82;01/07/2015
Maranhao;Hurto en el vehículo;171;01/07/2015
Maranhao;Homicidio doloso;135;01/07/2015
Maranhao;Lesiones corporales seguidas de muerte;7;01/07/2015
Maranhao;Robo a entidad financiera;11;01/07/2015
Maranhao;Robo de mercancía;5;01/07/2015
Maranhao;Robo de vehiculo;309;01/07/2015
Maranhao;Robo seguido de muerte;11;01/07/2015
Maranhao;Tentativa de homicidio;104;01/07/2015
Maranhao;Violación;72;01/08/2015
Maranhao;Hurto en el vehículo;186;01/08/2015
Maranhao;Homicidio doloso;164;01/08/2015
Maranhao;Lesiones corporales seguidas de muerte;10;01/08/2015
Maranhao;Robo a entidad financiera;11;01/08/2015
Maranhao;Robo de mercancía;3;01/08/2015
Maranhao;Robo de vehiculo;354;01/08/2015
Maranhao;Robo seguido de muerte;8;01/08/2015
Maranhao;Tentativa de homicidio;91;01/08/2015
Maranhao;Violación;98;01/09/2015
Maranhao;Hurto en el vehículo;233;01/09/2015
Maranhao;Homicidio doloso;187;01/09/2015
Maranhao;Lesiones corporales seguidas de muerte;5;01/09/2015
Maranhao;Robo a entidad financiera;14;01/09/2015
Maranhao;Robo de mercancía;1;01/09/2015
Maranhao;Robo de vehiculo;359;01/09/2015
Maranhao;Robo seguido de muerte;9;01/09/2015
Maranhao;Tentativa de homicidio;90;01/09/2015
Maranhao;Violación;89;01/10/2015
Maranhao;Hurto en el vehículo;194;01/10/2015
Maranhao;Homicidio doloso;166;01/10/2015
Maranhao;Lesiones corporales seguidas de muerte;8;01/10/2015
Maranhao;Robo a entidad financiera;21;01/10/2015
Maranhao;Robo de mercancía;6;01/10/2015
Maranhao;Robo de vehiculo;451;01/10/2015
Maranhao;Robo seguido de muerte;8;01/10/2015
Maranhao;Tentativa de homicidio;117;01/10/2015
Maranhao;Violación;82;01/11/2015
Maranhao;Hurto en el vehículo;232;01/11/2015
Maranhao;Homicidio doloso;205;01/11/2015
Maranhao;Lesiones corporales seguidas de muerte;4;01/11/2015
Maranhao;Robo a entidad financiera;9;01/11/2015
Maranhao;Robo de mercancía;3;01/11/2015
Maranhao;Robo de vehiculo;439;01/11/2015
Maranhao;Robo seguido de muerte;20;01/11/2015
Maranhao;Tentativa de homicidio;135;01/11/2015
Maranhao;Violación;77;01/12/2015
Maranhao;Hurto en el vehículo;229;01/12/2015
Maranhao;Homicidio doloso;204;01/12/2015
Maranhao;Lesiones corporales seguidas de muerte;6;01/12/2015
Maranhao;Robo a entidad financiera;15;01/12/2015
Maranhao;Robo de mercancía;9;01/12/2015
Maranhao;Robo de vehiculo;420;01/12/2015
Maranhao;Robo seguido de muerte;8;01/12/2015
Maranhao;Tentativa de homicidio;112;01/12/2015
Mato Grosso;Violación;96;01/01/2015
Mato Grosso;Hurto en el vehículo;337;01/01/2015
Mato Grosso;Homicidio doloso;99;01/01/2015
Mato Grosso;Lesiones corporales seguidas de muerte;4;01/01/2015
Mato Grosso;Robo a entidad financiera;0;01/01/2015
Mato Grosso;Robo de mercancía;1;01/01/2015
Mato Grosso;Robo de vehiculo;300;01/01/2015
Mato Grosso;Robo seguido de muerte;6;01/01/2015
Mato Grosso;Tentativa de homicidio;143;01/01/2015
Mato Grosso;Violación;79;01/02/2015
Mato Grosso;Hurto en el vehículo;305;01/02/2015
Mato Grosso;Homicidio doloso;82;01/02/2015
Mato Grosso;Lesiones corporales seguidas de muerte;3;01/02/2015
Mato Grosso;Robo a entidad financiera;2;01/02/2015
Mato Grosso;Robo de mercancía;0;01/02/2015
Mato Grosso;Robo de vehiculo;261;01/02/2015
Mato Grosso;Robo seguido de muerte;4;01/02/2015
Mato Grosso;Tentativa de homicidio;130;01/02/2015
Mato Grosso;Violación;174;01/03/2015
Mato Grosso;Hurto en el vehículo;334;01/03/2015
Mato Grosso;Homicidio doloso;88;01/03/2015
Mato Grosso;Lesiones corporales seguidas de muerte;0;01/03/2015
Mato Grosso;Robo a entidad financiera;0;01/03/2015
Mato Grosso;Robo de mercancía;4;01/03/2015
Mato Grosso;Robo de vehiculo;340;01/03/2015
Mato Grosso;Robo seguido de muerte;5;01/03/2015
Mato Grosso;Tentativa de homicidio;113;01/03/2015
Mato Grosso;Violación;137;01/04/2015
Mato Grosso;Hurto en el vehículo;312;01/04/2015
Mato Grosso;Homicidio doloso;106;01/04/2015
Mato Grosso;Lesiones corporales seguidas de muerte;2;01/04/2015
Mato Grosso;Robo a entidad financiera;6;01/04/2015
Mato Grosso;Robo de mercancía;2;01/04/2015
Mato Grosso;Robo de vehiculo;351;01/04/2015
Mato Grosso;Robo seguido de muerte;3;01/04/2015
Mato Grosso;Tentativa de homicidio;118;01/04/2015
Mato Grosso;Violación;113;01/05/2015
Mato Grosso;Hurto en el vehículo;277;01/05/2015
Mato Grosso;Homicidio doloso;100;01/05/2015
Mato Grosso;Lesiones corporales seguidas de muerte;1;01/05/2015
Mato Grosso;Robo a entidad financiera;3;01/05/2015
Mato Grosso;Robo de mercancía;2;01/05/2015
Mato Grosso;Robo de vehiculo;406;01/05/2015
Mato Grosso;Robo seguido de muerte;3;01/05/2015
Mato Grosso;Tentativa de homicidio;103;01/05/2015
Mato Grosso;Violación;136;01/06/2015
Mato Grosso;Hurto en el vehículo;252;01/06/2015
Mato Grosso;Homicidio doloso;88;01/06/2015
Mato Grosso;Lesiones corporales seguidas de muerte;5;01/06/2015
Mato Grosso;Robo a entidad financiera;3;01/06/2015
Mato Grosso;Robo de mercancía;1;01/06/2015
Mato Grosso;Robo de vehiculo;290;01/06/2015
Mato Grosso;Robo seguido de muerte;3;01/06/2015
Mato Grosso;Tentativa de homicidio;120;01/06/2015
Mato Grosso;Violación;106;01/07/2015
Mato Grosso;Hurto en el vehículo;296;01/07/2015
Mato Grosso;Homicidio doloso;97;01/07/2015
Mato Grosso;Lesiones corporales seguidas de muerte;2;01/07/2015
Mato Grosso;Robo a entidad financiera;8;01/07/2015
Mato Grosso;Robo de mercancía;1;01/07/2015
Mato Grosso;Robo de vehiculo;349;01/07/2015
Mato Grosso;Robo seguido de muerte;0;01/07/2015
Mato Grosso;Tentativa de homicidio;118;01/07/2015
Mato Grosso;Violación;138;01/08/2015
Mato Grosso;Hurto en el vehículo;324;01/08/2015
Mato Grosso;Homicidio doloso;93;01/08/2015
Mato Grosso;Lesiones corporales seguidas de muerte;3;01/08/2015
Mato Grosso;Robo a entidad financiera;2;01/08/2015
Mato Grosso;Robo de mercancía;1;01/08/2015
Mato Grosso;Robo de vehiculo;265;01/08/2015
Mato Grosso;Robo seguido de muerte;10;01/08/2015
Mato Grosso;Tentativa de homicidio;136;01/08/2015
Mato Grosso;Violación;155;01/09/2015
Mato Grosso;Hurto en el vehículo;316;01/09/2015
Mato Grosso;Homicidio doloso;100;01/09/2015
Mato Grosso;Lesiones corporales seguidas de muerte;2;01/09/2015
Mato Grosso;Robo a entidad financiera;3;01/09/2015
Mato Grosso;Robo de mercancía;0;01/09/2015
Mato Grosso;Robo de vehiculo;262;01/09/2015
Mato Grosso;Robo seguido de muerte;4;01/09/2015
Mato Grosso;Tentativa de homicidio;127;01/09/2015
Mato Grosso;Violación;135;01/10/2015
Mato Grosso;Hurto en el vehículo;292;01/10/2015
Mato Grosso;Homicidio doloso;101;01/10/2015
Mato Grosso;Lesiones corporales seguidas de muerte;3;01/10/2015
Mato Grosso;Robo a entidad financiera;3;01/10/2015
Mato Grosso;Robo de mercancía;0;01/10/2015
Mato Grosso;Robo de vehiculo;259;01/10/2015
Mato Grosso;Robo seguido de muerte;4;01/10/2015
Mato Grosso;Tentativa de homicidio;139;01/10/2015
Mato Grosso;Violación;120;01/11/2015
Mato Grosso;Hurto en el vehículo;262;01/11/2015
Mato Grosso;Homicidio doloso;102;01/11/2015
Mato Grosso;Lesiones corporales seguidas de muerte;1;01/11/2015
Mato Grosso;Robo a entidad financiera;3;01/11/2015
Mato Grosso;Robo de mercancía;2;01/11/2015
Mato Grosso;Robo de vehiculo;241;01/11/2015
Mato Grosso;Robo seguido de muerte;3;01/11/2015
Mato Grosso;Tentativa de homicidio;141;01/11/2015
Mato Grosso;Violación;95;01/12/2015
Mato Grosso;Hurto en el vehículo;307;01/12/2015
Mato Grosso;Homicidio doloso;65;01/12/2015
Mato Grosso;Lesiones corporales seguidas de muerte;1;01/12/2015
Mato Grosso;Robo a entidad financiera;0;01/12/2015
Mato Grosso;Robo de mercancía;3;01/12/2015
Mato Grosso;Robo de vehiculo;217;01/12/2015
Mato Grosso;Robo seguido de muerte;7;01/12/2015
Mato Grosso;Tentativa de homicidio;128;01/12/2015
Mato Grosso do Sul;Violación;217;01/01/2015
Mato Grosso do Sul;Hurto en el vehículo;321;01/01/2015
Mato Grosso do Sul;Homicidio doloso;75;01/01/2015
Mato Grosso do Sul;Lesiones corporales seguidas de muerte;1;01/01/2015
Mato Grosso do Sul;Robo a entidad financiera;2;01/01/2015
Mato Grosso do Sul;Robo de mercancía;0;01/01/2015
Mato Grosso do Sul;Robo de vehiculo;110;01/01/2015
Mato Grosso do Sul;Robo seguido de muerte;2;01/01/2015
Mato Grosso do Sul;Tentativa de homicidio;107;01/01/2015
Mato Grosso do Sul;Violación;116;01/02/2015
Mato Grosso do Sul;Hurto en el vehículo;279;01/02/2015
Mato Grosso do Sul;Homicidio doloso;45;01/02/2015
Mato Grosso do Sul;Lesiones corporales seguidas de muerte;1;01/02/2015
Mato Grosso do Sul;Robo a entidad financiera;1;01/02/2015
Mato Grosso do Sul;Robo de mercancía;0;01/02/2015
Mato Grosso do Sul;Robo de vehiculo;83;01/02/2015
Mato Grosso do Sul;Robo seguido de muerte;5;01/02/2015
Mato Grosso do Sul;Tentativa de homicidio;83;01/02/2015
Mato Grosso do Sul;Violación;116;01/03/2015
Mato Grosso do Sul;Hurto en el vehículo;321;01/03/2015
Mato Grosso do Sul;Homicidio doloso;40;01/03/2015
Mato Grosso do Sul;Lesiones corporales seguidas de muerte;0;01/03/2015
Mato Grosso do Sul;Robo a entidad financiera;1;01/03/2015
Mato Grosso do Sul;Robo de mercancía;0;01/03/2015
Mato Grosso do Sul;Robo de vehiculo;98;01/03/2015
Mato Grosso do Sul;Robo seguido de muerte;4;01/03/2015
