Estado;Tipo de crimen;Ocurrencias;Fecha
Sergipe;Violación;11;01/07/2022
Sergipe;Hurto en el vehículo;59;01/07/2022
Sergipe;Homicidio doloso;36;01/07/2022
Sergipe;Robo a entidad financiera;0;01/07/2022
Sergipe;Robo de vehiculo;128;01/07/2022
Sergipe;Tentativa de homicidio;38;01/07/2022
Sergipe;Violación;17;01/08/2022
Sergipe;Hurto en el vehículo;62;01/08/2022
Sergipe;Homicidio doloso;40;01/08/2022
Sergipe;Robo de vehiculo;116;01/08/2022
Sergipe;Robo seguido de muerte;1;01/08/2022
Sergipe;Tentativa de homicidio;43;01/08/2022
Sergipe;Violación;18;01/09/2022
Sergipe;Hurto en el vehículo;64;01/09/2022
Sergipe;Homicidio doloso;49;01/09/2022
Sergipe;Lesiones corporales seguidas de muerte;0;01/09/2022
Sergipe;Robo a entidad financiera;0;01/09/2022
Sergipe;Robo de mercancía;0;01/09/2022
Sergipe;Robo de vehiculo;112;01/09/2022
Sergipe;Robo seguido de muerte;0;01/09/2022
Sergipe;Tentativa de homicidio;55;01/09/2022
Tocantins;Violación;58;01/01/2022
Tocantins;Hurto en el vehículo;130;01/01/2022
Tocantins;Homicidio doloso;30;01/01/2022
Tocantins;Lesiones corporales seguidas de muerte;0;01/01/2022
Tocantins;Robo a entidad financiera;1;01/01/2022
Tocantins;Robo de mercancía;0;01/01/2022
Tocantins;Robo de vehiculo;35;01/01/2022
Tocantins;Robo seguido de muerte;1;01/01/2022
Tocantins;Tentativa de homicidio;33;01/01/2022
Tocantins;Violación;52;01/02/2022
Tocantins;Hurto en el vehículo;101;01/02/2022
Tocantins;Homicidio doloso;18;01/02/2022
Tocantins;Lesiones corporales seguidas de muerte;0;01/02/2022
Tocantins;Robo a entidad financiera;1;01/02/2022
Tocantins;Robo de mercancía;0;01/02/2022
Tocantins;Robo de vehiculo;38;01/02/2022
Tocantins;Robo seguido de muerte;0;01/02/2022
Tocantins;Tentativa de homicidio;31;01/02/2022
Tocantins;Violación;14;01/03/2022
Tocantins;Hurto en el vehículo;133;01/03/2022
Tocantins;Homicidio doloso;31;01/03/2022
Tocantins;Lesiones corporales seguidas de muerte;1;01/03/2022
Tocantins;Robo a entidad financiera;0;01/03/2022
Tocantins;Robo de mercancía;0;01/03/2022
Tocantins;Robo de vehiculo;47;01/03/2022
Tocantins;Robo seguido de muerte;1;01/03/2022
Tocantins;Tentativa de homicidio;31;01/03/2022
Tocantins;Violación;10;01/04/2022
Tocantins;Hurto en el vehículo;104;01/04/2022
Tocantins;Homicidio doloso;37;01/04/2022
Tocantins;Lesiones corporales seguidas de muerte;0;01/04/2022
Tocantins;Robo a entidad financiera;2;01/04/2022
Tocantins;Robo de vehiculo;42;01/04/2022
Tocantins;Robo seguido de muerte;3;01/04/2022
Tocantins;Tentativa de homicidio;30;01/04/2022
Tocantins;Violación;17;01/05/2022
Tocantins;Hurto en el vehículo;102;01/05/2022
Tocantins;Homicidio doloso;27;01/05/2022
Tocantins;Robo a entidad financiera;2;01/05/2022
Tocantins;Robo de vehiculo;39;01/05/2022
Tocantins;Robo seguido de muerte;3;01/05/2022
Tocantins;Tentativa de homicidio;36;01/05/2022
Tocantins;Violación;19;01/06/2022
Tocantins;Hurto en el vehículo;113;01/06/2022
Tocantins;Homicidio doloso;31;01/06/2022
Tocantins;Robo a entidad financiera;1;01/06/2022
Tocantins;Robo de vehiculo;40;01/06/2022
Tocantins;Robo seguido de muerte;2;01/06/2022
Tocantins;Tentativa de homicidio;32;01/06/2022
Tocantins;Violación;15;01/07/2022
Tocantins;Hurto en el vehículo;117;01/07/2022
Tocantins;Homicidio doloso;31;01/07/2022
Tocantins;Robo a entidad financiera;3;01/07/2022
Tocantins;Robo de vehiculo;30;01/07/2022
Tocantins;Robo seguido de muerte;2;01/07/2022
Tocantins;Tentativa de homicidio;33;01/07/2022
Tocantins;Violación;11;01/08/2022
Tocantins;Hurto en el vehículo;105;01/08/2022
Tocantins;Homicidio doloso;46;01/08/2022
Tocantins;Robo de vehiculo;28;01/08/2022
Tocantins;Robo seguido de muerte;1;01/08/2022
Tocantins;Tentativa de homicidio;30;01/08/2022
Tocantins;Violación;17;01/09/2022
Tocantins;Hurto en el vehículo;123;01/09/2022
Tocantins;Homicidio doloso;20;01/09/2022
Tocantins;Robo de vehiculo;26;01/09/2022
Tocantins;Robo seguido de muerte;1;01/09/2022
Tocantins;Tentativa de homicidio;37;01/09/2022
Acre;Violación;39;01/01/2021
Acre;Hurto en el vehículo;55;01/01/2021
Acre;Homicidio doloso;13;01/01/2021
Acre;Lesiones corporales seguidas de muerte;0;01/01/2021
Acre;Robo a entidad financiera;0;01/01/2021
Acre;Robo de mercancía;0;01/01/2021
Acre;Robo de vehiculo;99;01/01/2021
Acre;Robo seguido de muerte;2;01/01/2021
Acre;Tentativa de homicidio;10;01/01/2021
Acre;Violación;23;01/02/2021
Acre;Hurto en el vehículo;49;01/02/2021
Acre;Homicidio doloso;14;01/02/2021
Acre;Lesiones corporales seguidas de muerte;0;01/02/2021
Acre;Robo a entidad financiera;0;01/02/2021
Acre;Robo de mercancía;0;01/02/2021
Acre;Robo de vehiculo;89;01/02/2021
Acre;Robo seguido de muerte;1;01/02/2021
Acre;Tentativa de homicidio;20;01/02/2021
Acre;Violación;19;01/03/2021
Acre;Hurto en el vehículo;48;01/03/2021
Acre;Homicidio doloso;26;01/03/2021
Acre;Lesiones corporales seguidas de muerte;0;01/03/2021
Acre;Robo a entidad financiera;0;01/03/2021
Acre;Robo de mercancía;0;01/03/2021
Acre;Robo de vehiculo;100;01/03/2021
Acre;Robo seguido de muerte;1;01/03/2021
Acre;Tentativa de homicidio;8;01/03/2021
Acre;Violación;46;01/04/2021
Acre;Hurto en el vehículo;60;01/04/2021
Acre;Homicidio doloso;18;01/04/2021
Acre;Lesiones corporales seguidas de muerte;0;01/04/2021
Acre;Robo a entidad financiera;1;01/04/2021
Acre;Robo de mercancía;0;01/04/2021
Acre;Robo de vehiculo;91;01/04/2021
Acre;Robo seguido de muerte;0;01/04/2021
Acre;Tentativa de homicidio;11;01/04/2021
Acre;Violación;30;01/05/2021
Acre;Hurto en el vehículo;50;01/05/2021
Acre;Homicidio doloso;18;01/05/2021
Acre;Lesiones corporales seguidas de muerte;0;01/05/2021
Acre;Robo a entidad financiera;0;01/05/2021
Acre;Robo de mercancía;0;01/05/2021
Acre;Robo de vehiculo;91;01/05/2021
Acre;Robo seguido de muerte;1;01/05/2021
Acre;Tentativa de homicidio;17;01/05/2021
Acre;Violación;51;01/06/2021
Acre;Hurto en el vehículo;49;01/06/2021
Acre;Homicidio doloso;18;01/06/2021
Acre;Lesiones corporales seguidas de muerte;1;01/06/2021
Acre;Robo a entidad financiera;0;01/06/2021
Acre;Robo de mercancía;0;01/06/2021
Acre;Robo de vehiculo;94;01/06/2021
Acre;Robo seguido de muerte;0;01/06/2021
Acre;Tentativa de homicidio;25;01/06/2021
Acre;Violación;39;01/07/2021
Acre;Hurto en el vehículo;66;01/07/2021
Acre;Homicidio doloso;11;01/07/2021
Acre;Lesiones corporales seguidas de muerte;0;01/07/2021
Acre;Robo a entidad financiera;0;01/07/2021
Acre;Robo de mercancía;0;01/07/2021
Acre;Robo de vehiculo;87;01/07/2021
Acre;Robo seguido de muerte;0;01/07/2021
Acre;Tentativa de homicidio;19;01/07/2021
Acre;Violación;34;01/08/2021
Acre;Hurto en el vehículo;51;01/08/2021
Acre;Homicidio doloso;15;01/08/2021
Acre;Lesiones corporales seguidas de muerte;0;01/08/2021
Acre;Robo a entidad financiera;0;01/08/2021
Acre;Robo de mercancía;0;01/08/2021
Acre;Robo de vehiculo;82;01/08/2021
Acre;Robo seguido de muerte;2;01/08/2021
Acre;Tentativa de homicidio;35;01/08/2021
Acre;Violación;41;01/09/2021
Acre;Hurto en el vehículo;50;01/09/2021
Acre;Homicidio doloso;9;01/09/2021
Acre;Lesiones corporales seguidas de muerte;0;01/09/2021
Acre;Robo a entidad financiera;0;01/09/2021
Acre;Robo de mercancía;0;01/09/2021
Acre;Robo de vehiculo;91;01/09/2021
Acre;Robo seguido de muerte;0;01/09/2021
Acre;Tentativa de homicidio;28;01/09/2021
Acre;Violación;52;01/10/2021
Acre;Hurto en el vehículo;49;01/10/2021
Acre;Homicidio doloso;10;01/10/2021
Acre;Lesiones corporales seguidas de muerte;0;01/10/2021
Acre;Robo a entidad financiera;0;01/10/2021
Acre;Robo de mercancía;0;01/10/2021
Acre;Robo de vehiculo;87;01/10/2021
Acre;Robo seguido de muerte;0;01/10/2021
Acre;Tentativa de homicidio;23;01/10/2021
Acre;Violación;36;01/11/2021
Acre;Hurto en el vehículo;50;01/11/2021
Acre;Homicidio doloso;7;01/11/2021
Acre;Lesiones corporales seguidas de muerte;0;01/11/2021
Acre;Robo a entidad financiera;0;01/11/2021
Acre;Robo de mercancía;0;01/11/2021
Acre;Robo de vehiculo;63;01/11/2021
Acre;Robo seguido de muerte;1;01/11/2021
Acre;Tentativa de homicidio;18;01/11/2021
Acre;Violación;28;01/12/2021
Acre;Hurto en el vehículo;38;01/12/2021
Acre;Homicidio doloso;9;01/12/2021
Acre;Lesiones corporales seguidas de muerte;0;01/12/2021
Acre;Robo a entidad financiera;0;01/12/2021
Acre;Robo de mercancía;0;01/12/2021
Acre;Robo de vehiculo;61;01/12/2021
Acre;Robo seguido de muerte;0;01/12/2021
Acre;Tentativa de homicidio;21;01/12/2021
Alagoas;Violación;62;01/01/2021
Alagoas;Hurto en el vehículo;138;01/01/2021
Alagoas;Homicidio doloso;118;01/01/2021
Alagoas;Lesiones corporales seguidas de muerte;2;01/01/2021
Alagoas;Robo a entidad financiera;0;01/01/2021
Alagoas;Robo de mercancía;0;01/01/2021
Alagoas;Robo de vehiculo;172;01/01/2021
Alagoas;Robo seguido de muerte;0;01/01/2021
Alagoas;Tentativa de homicidio;18;01/01/2021
Alagoas;Violación;50;01/02/2021
Alagoas;Hurto en el vehículo;133;01/02/2021
Alagoas;Homicidio doloso;98;01/02/2021
Alagoas;Lesiones corporales seguidas de muerte;1;01/02/2021
Alagoas;Robo a entidad financiera;0;01/02/2021
Alagoas;Robo de mercancía;2;01/02/2021
Alagoas;Robo de vehiculo;141;01/02/2021
Alagoas;Robo seguido de muerte;0;01/02/2021
Alagoas;Tentativa de homicidio;32;01/02/2021
Alagoas;Violación;56;01/03/2021
Alagoas;Hurto en el vehículo;113;01/03/2021
Alagoas;Homicidio doloso;79;01/03/2021
Alagoas;Lesiones corporales seguidas de muerte;0;01/03/2021
Alagoas;Robo a entidad financiera;0;01/03/2021
Alagoas;Robo de mercancía;3;01/03/2021
Alagoas;Robo de vehiculo;137;01/03/2021
Alagoas;Robo seguido de muerte;2;01/03/2021
Alagoas;Tentativa de homicidio;31;01/03/2021
Alagoas;Violación;45;01/04/2021
Alagoas;Hurto en el vehículo;120;01/04/2021
Alagoas;Homicidio doloso;77;01/04/2021
Alagoas;Lesiones corporales seguidas de muerte;0;01/04/2021
Alagoas;Robo a entidad financiera;0;01/04/2021
Alagoas;Robo de mercancía;1;01/04/2021
Alagoas;Robo de vehiculo;182;01/04/2021
Alagoas;Robo seguido de muerte;1;01/04/2021
Alagoas;Tentativa de homicidio;35;01/04/2021
Alagoas;Violación;59;01/05/2021
Alagoas;Hurto en el vehículo;117;01/05/2021
Alagoas;Homicidio doloso;86;01/05/2021
Alagoas;Lesiones corporales seguidas de muerte;0;01/05/2021
Alagoas;Robo a entidad financiera;0;01/05/2021
Alagoas;Robo de mercancía;0;01/05/2021
Alagoas;Robo de vehiculo;115;01/05/2021
Alagoas;Robo seguido de muerte;1;01/05/2021
Alagoas;Tentativa de homicidio;23;01/05/2021
Alagoas;Violación;66;01/06/2021
Alagoas;Hurto en el vehículo;132;01/06/2021
Alagoas;Homicidio doloso;74;01/06/2021
Alagoas;Lesiones corporales seguidas de muerte;0;01/06/2021
Alagoas;Robo a entidad financiera;0;01/06/2021
Alagoas;Robo de mercancía;1;01/06/2021
Alagoas;Robo de vehiculo;106;01/06/2021
Alagoas;Robo seguido de muerte;1;01/06/2021
Alagoas;Tentativa de homicidio;32;01/06/2021
Alagoas;Violación;51;01/07/2021
Alagoas;Hurto en el vehículo;113;01/07/2021
Alagoas;Homicidio doloso;64;01/07/2021
Alagoas;Lesiones corporales seguidas de muerte;1;01/07/2021
Alagoas;Robo a entidad financiera;1;01/07/2021
Alagoas;Robo de mercancía;0;01/07/2021
Alagoas;Robo de vehiculo;107;01/07/2021
Alagoas;Robo seguido de muerte;4;01/07/2021
Alagoas;Tentativa de homicidio;36;01/07/2021
Alagoas;Violación;0;01/08/2021
Alagoas;Hurto en el vehículo;0;01/08/2021
Alagoas;Homicidio doloso;72;01/08/2021
Alagoas;Lesiones corporales seguidas de muerte;0;01/08/2021
Alagoas;Robo a entidad financiera;0;01/08/2021
Alagoas;Robo de mercancía;0;01/08/2021
Alagoas;Robo de vehiculo;134;01/08/2021
Alagoas;Robo seguido de muerte;2;01/08/2021
Alagoas;Tentativa de homicidio;0;01/08/2021
Alagoas;Violación;68;01/09/2021
Alagoas;Hurto en el vehículo;141;01/09/2021
Alagoas;Homicidio doloso;87;01/09/2021
Alagoas;Lesiones corporales seguidas de muerte;0;01/09/2021
Alagoas;Robo a entidad financiera;0;01/09/2021
Alagoas;Robo de mercancía;1;01/09/2021
Alagoas;Robo de vehiculo;92;01/09/2021
Alagoas;Robo seguido de muerte;5;01/09/2021
Alagoas;Tentativa de homicidio;33;01/09/2021
Alagoas;Violación;57;01/10/2021
Alagoas;Hurto en el vehículo;125;01/10/2021
Alagoas;Homicidio doloso;96;01/10/2021
Alagoas;Lesiones corporales seguidas de muerte;0;01/10/2021
Alagoas;Robo a entidad financiera;0;01/10/2021
Alagoas;Robo de mercancía;2;01/10/2021
Alagoas;Robo de vehiculo;132;01/10/2021
Alagoas;Robo seguido de muerte;2;01/10/2021
Alagoas;Tentativa de homicidio;35;01/10/2021
Alagoas;Violación;43;01/11/2021
Alagoas;Hurto en el vehículo;162;01/11/2021
Alagoas;Homicidio doloso;100;01/11/2021
Alagoas;Lesiones corporales seguidas de muerte;0;01/11/2021
Alagoas;Robo a entidad financiera;0;01/11/2021
Alagoas;Robo de mercancía;3;01/11/2021
Alagoas;Robo de vehiculo;130;01/11/2021
Alagoas;Robo seguido de muerte;4;01/11/2021
Alagoas;Tentativa de homicidio;36;01/11/2021
Alagoas;Violación;11;01/12/2021
Alagoas;Hurto en el vehículo;165;01/12/2021
Alagoas;Homicidio doloso;76;01/12/2021
Alagoas;Lesiones corporales seguidas de muerte;0;01/12/2021
Alagoas;Robo a entidad financiera;0;01/12/2021
Alagoas;Robo de mercancía;0;01/12/2021
Alagoas;Robo de vehiculo;135;01/12/2021
Alagoas;Robo seguido de muerte;3;01/12/2021
Alagoas;Tentativa de homicidio;48;01/12/2021
Amapá;Violación;0;01/01/2021
Amapá;Hurto en el vehículo;35;01/01/2021
Amapá;Homicidio doloso;20;01/01/2021
Amapá;Lesiones corporales seguidas de muerte;2;01/01/2021
Amapá;Robo a entidad financiera;2;01/01/2021
Amapá;Robo de mercancía;0;01/01/2021
Amapá;Robo de vehiculo;38;01/01/2021
Amapá;Robo seguido de muerte;3;01/01/2021
Amapá;Tentativa de homicidio;18;01/01/2021
Amapá;Violación;0;01/02/2021
Amapá;Hurto en el vehículo;38;01/02/2021
Amapá;Homicidio doloso;14;01/02/2021
Amapá;Lesiones corporales seguidas de muerte;2;01/02/2021
Amapá;Robo a entidad financiera;0;01/02/2021
Amapá;Robo de mercancía;0;01/02/2021
Amapá;Robo de vehiculo;24;01/02/2021
Amapá;Robo seguido de muerte;0;01/02/2021
Amapá;Tentativa de homicidio;13;01/02/2021
Amapá;Violación;36;01/03/2021
Amapá;Hurto en el vehículo;15;01/03/2021
Amapá;Homicidio doloso;13;01/03/2021
Amapá;Lesiones corporales seguidas de muerte;1;01/03/2021
Amapá;Robo a entidad financiera;0;01/03/2021
Amapá;Robo de mercancía;0;01/03/2021
Amapá;Robo de vehiculo;31;01/03/2021
Amapá;Robo seguido de muerte;1;01/03/2021
Amapá;Tentativa de homicidio;17;01/03/2021
Amapá;Violación;36;01/04/2021
Amapá;Hurto en el vehículo;35;01/04/2021
Amapá;Homicidio doloso;11;01/04/2021
Amapá;Lesiones corporales seguidas de muerte;3;01/04/2021
Amapá;Robo a entidad financiera;1;01/04/2021
Amapá;Robo de mercancía;0;01/04/2021
Amapá;Robo de vehiculo;27;01/04/2021
Amapá;Robo seguido de muerte;3;01/04/2021
Amapá;Tentativa de homicidio;15;01/04/2021
Amapá;Violación;36;01/05/2021
Amapá;Hurto en el vehículo;32;01/05/2021
Amapá;Homicidio doloso;26;01/05/2021
Amapá;Lesiones corporales seguidas de muerte;1;01/05/2021
Amapá;Robo a entidad financiera;8;01/05/2021
Amapá;Robo de mercancía;0;01/05/2021
Amapá;Robo de vehiculo;29;01/05/2021
Amapá;Robo seguido de muerte;0;01/05/2021
Amapá;Tentativa de homicidio;12;01/05/2021
Amapá;Violación;13;01/06/2021
Amapá;Hurto en el vehículo;32;01/06/2021
Amapá;Homicidio doloso;22;01/06/2021
Amapá;Lesiones corporales seguidas de muerte;3;01/06/2021
Amapá;Robo a entidad financiera;1;01/06/2021
Amapá;Robo de mercancía;3;01/06/2021
Amapá;Robo de vehiculo;35;01/06/2021
Amapá;Robo seguido de muerte;2;01/06/2021
Amapá;Tentativa de homicidio;13;01/06/2021
Amapá;Violación;16;01/07/2021
Amapá;Hurto en el vehículo;36;01/07/2021
Amapá;Homicidio doloso;22;01/07/2021
Amapá;Lesiones corporales seguidas de muerte;0;01/07/2021
Amapá;Robo a entidad financiera;0;01/07/2021
Amapá;Robo de mercancía;0;01/07/2021
Amapá;Robo de vehiculo;36;01/07/2021
Amapá;Robo seguido de muerte;2;01/07/2021
Amapá;Tentativa de homicidio;18;01/07/2021
Amapá;Violación;16;01/08/2021
Amapá;Hurto en el vehículo;21;01/08/2021
Amapá;Homicidio doloso;24;01/08/2021
Amapá;Lesiones corporales seguidas de muerte;0;01/08/2021
Amapá;Robo a entidad financiera;3;01/08/2021
Amapá;Robo de mercancía;0;01/08/2021
Amapá;Robo de vehiculo;33;01/08/2021
Amapá;Robo seguido de muerte;3;01/08/2021
Amapá;Tentativa de homicidio;16;01/08/2021
Amapá;Violación;19;01/09/2021
Amapá;Hurto en el vehículo;29;01/09/2021
Amapá;Homicidio doloso;55;01/09/2021
Amapá;Lesiones corporales seguidas de muerte;2;01/09/2021
Amapá;Robo a entidad financiera;0;01/09/2021
Amapá;Robo de mercancía;10;01/09/2021
Amapá;Robo de vehiculo;40;01/09/2021
Amapá;Robo seguido de muerte;1;01/09/2021
Amapá;Tentativa de homicidio;15;01/09/2021
Amapá;Violación;43;01/10/2021
Amapá;Hurto en el vehículo;19;01/10/2021
Amapá;Homicidio doloso;37;01/10/2021
Amapá;Lesiones corporales seguidas de muerte;0;01/10/2021
Amapá;Robo a entidad financiera;2;01/10/2021
Amapá;Robo de mercancía;0;01/10/2021
Amapá;Robo de vehiculo;16;01/10/2021
Amapá;Robo seguido de muerte;1;01/10/2021
Amapá;Tentativa de homicidio;20;01/10/2021
Amapá;Violación;14;01/11/2021
Amapá;Hurto en el vehículo;41;01/11/2021
Amapá;Homicidio doloso;12;01/11/2021
Amapá;Lesiones corporales seguidas de muerte;1;01/11/2021
Amapá;Robo a entidad financiera;0;01/11/2021
Amapá;Robo de mercancía;2;01/11/2021
Amapá;Robo de vehiculo;45;01/11/2021
Amapá;Robo seguido de muerte;2;01/11/2021
Amapá;Tentativa de homicidio;12;01/11/2021
Amapá;Violación;8;01/12/2021
Amapá;Hurto en el vehículo;58;01/12/2021
Amapá;Homicidio doloso;21;01/12/2021
Amapá;Lesiones corporales seguidas de muerte;3;01/12/2021
Amapá;Robo a entidad financiera;2;01/12/2021
Amapá;Robo de mercancía;0;01/12/2021
Amapá;Robo de vehiculo;42;01/12/2021
Amapá;Robo seguido de muerte;1;01/12/2021
Amapá;Tentativa de homicidio;20;01/12/2021
Amazonas;Violación;55;01/01/2021
Amazonas;Hurto en el vehículo;142;01/01/2021
Amazonas;Homicidio doloso;75;01/01/2021
Amazonas;Lesiones corporales seguidas de muerte;2;01/01/2021
Amazonas;Robo a entidad financiera;0;01/01/2021
Amazonas;Robo de mercancía;3;01/01/2021
Amazonas;Robo de vehiculo;158;01/01/2021
Amazonas;Robo seguido de muerte;5;01/01/2021
Amazonas;Tentativa de homicidio;18;01/01/2021
Amazonas;Violación;56;01/02/2021
Amazonas;Hurto en el vehículo;115;01/02/2021
Amazonas;Homicidio doloso;108;01/02/2021
Amazonas;Lesiones corporales seguidas de muerte;1;01/02/2021
Amazonas;Robo a entidad financiera;0;01/02/2021
Amazonas;Robo de mercancía;2;01/02/2021
Amazonas;Robo de vehiculo;153;01/02/2021
Amazonas;Robo seguido de muerte;8;01/02/2021
Amazonas;Tentativa de homicidio;19;01/02/2021
Amazonas;Violación;66;01/03/2021
Amazonas;Hurto en el vehículo;132;01/03/2021
Amazonas;Homicidio doloso;98;01/03/2021
Amazonas;Lesiones corporales seguidas de muerte;2;01/03/2021
Amazonas;Robo a entidad financiera;0;01/03/2021
Amazonas;Robo de mercancía;1;01/03/2021
Amazonas;Robo de vehiculo;205;01/03/2021
Amazonas;Robo seguido de muerte;4;01/03/2021
Amazonas;Tentativa de homicidio;23;01/03/2021
Amazonas;Violación;76;01/04/2021
Amazonas;Hurto en el vehículo;132;01/04/2021
Amazonas;Homicidio doloso;112;01/04/2021
Amazonas;Lesiones corporales seguidas de muerte;1;01/04/2021
Amazonas;Robo a entidad financiera;0;01/04/2021
Amazonas;Robo de mercancía;1;01/04/2021
Amazonas;Robo de vehiculo;157;01/04/2021
Amazonas;Robo seguido de muerte;5;01/04/2021
Amazonas;Tentativa de homicidio;22;01/04/2021
Amazonas;Violación;68;01/05/2021
Amazonas;Hurto en el vehículo;161;01/05/2021
Amazonas;Homicidio doloso;121;01/05/2021
Amazonas;Lesiones corporales seguidas de muerte;2;01/05/2021
Amazonas;Robo a entidad financiera;0;01/05/2021
Amazonas;Robo de mercancía;2;01/05/2021
Amazonas;Robo de vehiculo;143;01/05/2021
Amazonas;Robo seguido de muerte;3;01/05/2021
Amazonas;Tentativa de homicidio;25;01/05/2021
Amazonas;Violación;47;01/06/2021
Amazonas;Hurto en el vehículo;159;01/06/2021
Amazonas;Homicidio doloso;107;01/06/2021
Amazonas;Lesiones corporales seguidas de muerte;0;01/06/2021
Amazonas;Robo a entidad financiera;1;01/06/2021
Amazonas;Robo de mercancía;3;01/06/2021
Amazonas;Robo de vehiculo;137;01/06/2021
Amazonas;Robo seguido de muerte;7;01/06/2021
Amazonas;Tentativa de homicidio;23;01/06/2021
Amazonas;Violación;65;01/07/2021
Amazonas;Hurto en el vehículo;187;01/07/2021
Amazonas;Homicidio doloso;104;01/07/2021
Amazonas;Lesiones corporales seguidas de muerte;1;01/07/2021
Amazonas;Robo a entidad financiera;0;01/07/2021
Amazonas;Robo de mercancía;7;01/07/2021
Amazonas;Robo de vehiculo;197;01/07/2021
Amazonas;Robo seguido de muerte;1;01/07/2021
Amazonas;Tentativa de homicidio;25;01/07/2021
Amazonas;Violación;57;01/08/2021
Amazonas;Hurto en el vehículo;155;01/08/2021
Amazonas;Homicidio doloso;118;01/08/2021
Amazonas;Lesiones corporales seguidas de muerte;2;01/08/2021
Amazonas;Robo a entidad financiera;0;01/08/2021
Amazonas;Robo de mercancía;2;01/08/2021
Amazonas;Robo de vehiculo;217;01/08/2021
Amazonas;Robo seguido de muerte;2;01/08/2021
Amazonas;Tentativa de homicidio;19;01/08/2021
Amazonas;Violación;50;01/09/2021
Amazonas;Hurto en el vehículo;143;01/09/2021
Amazonas;Homicidio doloso;119;01/09/2021
Amazonas;Lesiones corporales seguidas de muerte;1;01/09/2021
Amazonas;Robo a entidad financiera;0;01/09/2021
Amazonas;Robo de mercancía;0;01/09/2021
Amazonas;Robo de vehiculo;251;01/09/2021
Amazonas;Robo seguido de muerte;5;01/09/2021
Amazonas;Tentativa de homicidio;18;01/09/2021
Amazonas;Violación;67;01/10/2021
Amazonas;Hurto en el vehículo;175;01/10/2021
Amazonas;Homicidio doloso;141;01/10/2021
Amazonas;Lesiones corporales seguidas de muerte;2;01/10/2021
Amazonas;Robo a entidad financiera;1;01/10/2021
Amazonas;Robo de mercancía;2;01/10/2021
Amazonas;Robo de vehiculo;246;01/10/2021
Amazonas;Robo seguido de muerte;13;01/10/2021
Amazonas;Tentativa de homicidio;20;01/10/2021
Amazonas;Violación;73;01/11/2021
Amazonas;Hurto en el vehículo;169;01/11/2021
Amazonas;Homicidio doloso;144;01/11/2021
Amazonas;Lesiones corporales seguidas de muerte;1;01/11/2021
Amazonas;Robo a entidad financiera;0;01/11/2021
Amazonas;Robo de mercancía;0;01/11/2021
Amazonas;Robo de vehiculo;262;01/11/2021
Amazonas;Robo seguido de muerte;9;01/11/2021
Amazonas;Tentativa de homicidio;19;01/11/2021
Amazonas;Violación;69;01/12/2021
Amazonas;Hurto en el vehículo;164;01/12/2021
Amazonas;Homicidio doloso;134;01/12/2021
Amazonas;Lesiones corporales seguidas de muerte;1;01/12/2021
Amazonas;Robo a entidad financiera;0;01/12/2021
Amazonas;Robo de mercancía;1;01/12/2021
Amazonas;Robo de vehiculo;185;01/12/2021
Amazonas;Robo seguido de muerte;7;01/12/2021
Amazonas;Tentativa de homicidio;16;01/12/2021
Bahia;Violación;328;01/01/2021
Bahia;Hurto en el vehículo;408;01/01/2021
Bahia;Homicidio doloso;484;01/01/2021
Bahia;Lesiones corporales seguidas de muerte;7;01/01/2021
Bahia;Robo a entidad financiera;0;01/01/2021
Bahia;Robo de mercancía;15;01/01/2021
Bahia;Robo de vehiculo;864;01/01/2021
Bahia;Robo seguido de muerte;10;01/01/2021
Bahia;Tentativa de homicidio;213;01/01/2021
Bahia;Violación;275;01/02/2021
Bahia;Hurto en el vehículo;351;01/02/2021
Bahia;Homicidio doloso;405;01/02/2021
Bahia;Lesiones corporales seguidas de muerte;5;01/02/2021
Bahia;Robo a entidad financiera;0;01/02/2021
Bahia;Robo de mercancía;12;01/02/2021
Bahia;Robo de vehiculo;754;01/02/2021
Bahia;Robo seguido de muerte;13;01/02/2021
Bahia;Tentativa de homicidio;189;01/02/2021
Bahia;Violación;275;01/03/2021
Bahia;Hurto en el vehículo;309;01/03/2021
Bahia;Homicidio doloso;461;01/03/2021
Bahia;Lesiones corporales seguidas de muerte;4;01/03/2021
Bahia;Robo a entidad financiera;1;01/03/2021
Bahia;Robo de mercancía;10;01/03/2021
Bahia;Robo de vehiculo;950;01/03/2021
Bahia;Robo seguido de muerte;15;01/03/2021
Bahia;Tentativa de homicidio;165;01/03/2021
Bahia;Violación;278;01/04/2021
Bahia;Hurto en el vehículo;315;01/04/2021
Bahia;Homicidio doloso;499;01/04/2021
Bahia;Lesiones corporales seguidas de muerte;3;01/04/2021
Bahia;Robo a entidad financiera;6;01/04/2021
Bahia;Robo de mercancía;11;01/04/2021
Bahia;Robo de vehiculo;952;01/04/2021
Bahia;Robo seguido de muerte;14;01/04/2021
Bahia;Tentativa de homicidio;186;01/04/2021
Bahia;Violación;282;01/05/2021
Bahia;Hurto en el vehículo;379;01/05/2021
Bahia;Homicidio doloso;476;01/05/2021
Bahia;Lesiones corporales seguidas de muerte;7;01/05/2021
Bahia;Robo a entidad financiera;4;01/05/2021
Bahia;Robo de mercancía;14;01/05/2021
Bahia;Robo de vehiculo;1026;01/05/2021
Bahia;Robo seguido de muerte;14;01/05/2021
Bahia;Tentativa de homicidio;199;01/05/2021
Bahia;Violación;253;01/06/2021
